id_imagen,id_propiedad,nombre_archivo,formato,resolucion_megapixeles,resolucion_pixeles,tamano_kb,zona,anillo_vial,tipo_propiedad,label_ambiente,label_estado_conservacion,label_estado_numerico,camara,condicion_iluminacion,angulo_toma,fecha_captura,hora_captura,nitidez_score,brillo_score,contraste_score,tiene_marca_agua,tiene_personas_visibles,grietas_visibles,humedad_visible,pintura_deteriorada,instalaciones_expuestas,detalle_ambiente,split,peso_clase_ambiente,apto_entrenamiento
IMG-002962,SC-02962,SC-02962_Comedor_002962.jpeg,JPEG,108.2,1280x720,2066,Equipetrol Sur,3,Penthouse,Comedor,Bueno,1,Smartphone básico,Artificial fría,Angular,2024-03-18,15:36,90.5,76.1,17.3,0,0,0,0,0,0,,test,0.0017,1
IMG-002963,SC-00536,SC-00536_Cocina_002963.jpeg,JPEG,49.1,1920x1080,3998,El Trompillo,2,Casa,Cocina,Malo,3,Smartphone básico,Natural moderada,Frontal,2022-03-14,16:39,95.3,75.8,57.1,1,0,0,1,0,1,,test,0.0008,0
IMG-002964,SC-00529,SC-00529_Cocina_002964.jpeg,JPEG,64.1,2560x1440,37499,Sur (Doble Vía La Guardia),4,Casa,Cocina,Bueno,1,Cámara DSLR,Artificial fría,Contrapicado,2023-06-10,13:58,89.0,83.4,44.2,1,0,0,0,0,0,,train,0.0008,0
IMG-002965,SC-00541,SC-00541_Terraza_Balcón_002965.heic,HEIC,49.5,4000x3000,2706,Warnes,6,Casa,Terraza/Balcón,Bueno,1,Smartphone gama media,Mixta,Detalle,2022-07-26,13:15,65.3,60.6,67.9,0,0,0,0,0,0,,train,0.0025,1
IMG-002966,SC-01311,SC-01311_Fachada_exterior_002966.heic,HEIC,50.0,4000x3000,2431,Barrio Sirari,3,Departamento,Fachada exterior,Malo,3,Smartphone gama alta,Natural abundante,Angular,2024-01-27,15:39,94.9,46.7,70.4,0,0,1,1,0,0,color:Ocre,val,0.0008,1
IMG-002967,SC-00439,SC-00439_Cocina_002967.heic,HEIC,13.5,1920x1080,5531,Plan 3000,4,Casa,Cocina,En construcción,4,Smartphone gama media,Natural moderada,Panorámica,2023-07-06,12:53,72.6,59.9,87.2,0,0,0,1,0,1,,test,0.0008,1
IMG-002968,SC-00508,SC-00508_Terraza_Balcón_002968.heic,HEIC,51.2,1280x720,8599,Casco Viejo,1,Casa,Terraza/Balcón,Malo,3,Smartphone gama media,Artificial fría,Detalle,2023-03-13,07:12,75.5,69.0,46.5,0,1,0,1,0,1,,train,0.0025,1
IMG-002969,SC-01681,SC-01681_Terraza_Balcón_002969.heic,HEIC,65.9,1920x1080,12985,Beni (zona norte),3,Casa,Terraza/Balcón,Bueno,1,Drone,Natural moderada,Detalle,2023-07-24,10:11,74.9,83.2,62.3,0,0,0,0,0,0,,train,0.0025,1
IMG-002970,SC-00620,SC-00620_Fachada_exterior_002970.jpeg,JPEG,49.8,1920x1080,6226,Urbarí,2,Terreno,Fachada exterior,Bueno,1,Smartphone gama media,Natural moderada,Picado,2023-05-24,08:18,92.3,70.7,74.6,0,0,0,0,0,0,color:Verde,train,0.0008,1
IMG-002971,SC-01333,SC-01333_Sala_002971.jpeg,JPEG,109.6,1280x720,8325,Warnes,6,Departamento,Sala,Excelente,0,Smartphone gama alta,Natural abundante,Contrapicado,2022-03-06,16:27,88.6,59.1,52.7,0,1,0,0,0,0,estilo:Moderno,train,0.0007,1
IMG-002972,SC-02791,SC-02791_Dormitorio_002972.heic,HEIC,16.7,3840x2160,4069,Hamacas,2,Oficina,Dormitorio,En construcción,4,Cámara mirrorless,Natural abundante,Frontal,2023-02-18,09:17,92.5,66.4,85.9,1,1,0,0,0,1,,train,0.0006,0
IMG-002973,SC-01926,SC-01926_Dormitorio_002973.png,PNG,48.2,1920x1080,2082,Sur (Doble Vía La Guardia),4,Local Comercial,Dormitorio,Regular,2,Smartphone gama media,Natural escasa,Contrapicado,2022-01-17,08:03,94.6,87.0,41.5,0,0,0,0,0,0,,train,0.0006,1
IMG-002974,SC-02403,SC-02403_Comedor_002974.jpeg,JPEG,13.8,1920x1080,5093,Urbarí,2,Departamento,Comedor,Bueno,1,Smartphone gama alta,Natural moderada,Panorámica,2024-03-07,07:07,96.6,94.8,45.9,0,1,0,0,0,0,,train,0.0017,1
IMG-002975,SC-01512,SC-01512_Comedor_002975.png,PNG,49.8,3840x2160,15064,Villa 1ro de Mayo,4,Casa,Comedor,Bueno,1,Smartphone gama alta,Artificial cálida,Picado,2022-07-25,13:39,75.6,58.8,60.2,0,0,0,0,1,0,,train,0.0017,1
IMG-002976,SC-00190,SC-00190_Terraza_Balcón_002976.jpeg,JPEG,8.8,4000x3000,3694,Palermo,3,Departamento,Terraza/Balcón,Bueno,1,Drone,Natural moderada,Panorámica,2022-06-22,09:25,97.6,63.1,61.5,0,0,0,0,0,0,,train,0.0025,1
IMG-002977,SC-02770,SC-02770_Dormitorio_002977.jpeg,JPEG,108.2,1920x1080,13859,Villa 1ro de Mayo,4,Terreno,Dormitorio,Excelente,0,Smartphone gama alta,Natural escasa,Panorámica,2024-04-20,19:57,55.4,64.3,76.5,1,0,0,0,0,0,,train,0.0006,0
IMG-002978,SC-02392,SC-02392_Estudio_Oficina_002978.png,PNG,50.5,1920x1080,3789,Av. Paurito,5,Casa,Estudio/Oficina,Malo,3,Smartphone gama alta,Mixta,Panorámica,2024-06-05,11:38,64.4,77.8,62.2,0,1,0,1,0,1,,train,0.0025,1
IMG-002979,SC-01732,SC-01732_Cocina_002979.jpeg,JPEG,16.8,2560x1440,2372,Los Pozos,3,Departamento,Cocina,Bueno,1,Smartphone básico,Natural escasa,Detalle,2023-12-15,13:43,94.2,67.0,41.2,0,0,0,0,1,0,,train,0.0008,1
IMG-002980,SC-00963,SC-00963_Fachada_exterior_002980.jpeg,JPEG,51.4,1280x720,12386,Av. Banzer (norte),4,Casa,Fachada exterior,Regular,2,Cámara DSLR,Mixta,Frontal,2022-06-23,14:24,71.2,45.6,85.0,0,0,0,1,0,0,color:Ocre,train,0.0008,1
IMG-002981,SC-02657,SC-02657_Jardín_Patio_002981.heic,HEIC,48.0,2560x1440,3512,Beni (zona norte),3,Casa,Jardín/Patio,Bueno,1,Smartphone gama alta,Natural abundante,Picado,2023-02-14,12:00,93.1,89.7,62.6,1,0,0,0,1,0,,val,0.0011,0
IMG-002982,SC-00112,SC-00112_Jardín_Patio_002982.jpeg,JPEG,109.8,1920x1080,36217,Equipetrol Sur,3,Oficina,Jardín/Patio,Regular,2,Drone,Artificial cálida,Frontal,2022-05-11,17:05,86.6,73.7,39.6,0,0,0,0,0,0,,train,0.0011,1
IMG-002983,SC-02347,SC-02347_Baño_002983.jpeg,JPEG,50.2,1920x1080,7513,Urbarí,2,Terreno,Baño,Bueno,1,Smartphone gama alta,Artificial cálida,Detalle,2022-06-25,15:58,96.6,89.0,45.8,0,0,0,0,1,0,,train,0.001,1
IMG-002984,SC-00268,SC-00268_Jardín_Patio_002984.jpeg,JPEG,50.6,1280x720,3192,Beni (zona norte),3,Terreno,Jardín/Patio,Bueno,1,Smartphone gama media,Natural moderada,Contrapicado,2023-09-03,13:55,89.7,66.5,68.8,1,0,0,0,0,0,,train,0.0011,0
IMG-002985,SC-02551,SC-02551_Cocina_002985.jpeg,JPEG,9.6,2560x1440,3127,Villa 1ro de Mayo,4,Casa,Cocina,Regular,2,Cámara DSLR,Natural escasa,Contrapicado,2022-07-13,11:35,72.4,73.9,53.5,0,0,0,0,0,0,,train,0.0008,1
IMG-002986,SC-01217,SC-01217_Terraza_Balcón_002986.jpeg,JPEG,65.0,2560x1440,4596,Av. Paurito,5,Terreno,Terraza/Balcón,Bueno,1,Smartphone gama media,Artificial cálida,Angular,2023-07-12,16:32,99.5,80.1,70.5,0,0,0,0,0,0,,train,0.0025,1
IMG-002987,SC-01857,SC-01857_Piscina_Área_social_002987.jpeg,JPEG,51.5,4000x3000,11500,Av. Cristo Redentor,3,Casa,Piscina/Área social,Excelente,0,Smartphone gama alta,Natural escasa,Frontal,2023-06-18,17:04,83.8,65.6,63.7,0,0,0,0,0,0,area_social:si,train,0.0033,1
IMG-002988,SC-01658,SC-01658_Fachada_exterior_002988.jpeg,JPEG,51.5,4000x3000,2696,Villa 1ro de Mayo,4,Terreno,Fachada exterior,Malo,3,Smartphone gama media,Natural moderada,Angular,2024-01-29,08:12,87.8,66.4,21.5,0,0,0,1,0,0,color:Ocre,val,0.0008,1
IMG-002989,SC-01857,SC-01857_Cocina_002989.jpeg,JPEG,109.2,2560x1440,2804,Urbarí,2,Departamento,Cocina,Bueno,1,Cámara DSLR,Natural moderada,Picado,2023-04-20,07:08,87.3,50.4,82.5,1,1,0,0,0,0,,test,0.0008,0
IMG-002990,SC-00516,SC-00516_Jardín_Patio_002990.png,PNG,51.1,3840x2160,11716,Warnes,6,Departamento,Jardín/Patio,Bueno,1,Cámara mirrorless,Natural escasa,Detalle,2023-04-21,19:56,85.3,94.2,63.7,1,0,0,0,0,0,,train,0.0011,0
IMG-002991,SC-00932,SC-00932_Sala_002991.heic,HEIC,17.9,3840x2160,4912,El Trompillo,2,Departamento,Sala,Bueno,1,Smartphone básico,Natural moderada,Frontal,2022-10-22,08:51,92.8,58.6,68.7,0,0,0,0,0,0,estilo:Clásico,test,0.0007,1
IMG-002992,SC-02883,SC-02883_Terraza_Balcón_002992.jpeg,JPEG,8.9,4000x3000,2865,Norte (Radial 26),4,Penthouse,Terraza/Balcón,En construcción,4,Smartphone gama alta,Artificial cálida,Detalle,2022-01-24,10:53,67.8,39.1,61.4,0,1,0,0,1,1,,test,0.0025,1
IMG-002993,SC-01516,SC-01516_Sala_002993.png,PNG,64.9,4000x3000,5265,Av. Paurito,5,Oficina,Sala,Excelente,0,Smartphone gama alta,Natural moderada,Picado,2023-03-22,10:03,83.9,39.5,73.2,0,0,0,0,0,0,estilo:Rústico,train,0.0007,1
IMG-002994,SC-02641,SC-02641_Dormitorio_002994.png,PNG,49.0,4000x3000,37756,Equipetrol Sur,3,Local Comercial,Dormitorio,Excelente,0,Smartphone gama alta,Natural abundante,Detalle,2022-03-09,19:18,87.3,35.3,57.6,0,0,0,0,0,0,,train,0.0006,1
IMG-002995,SC-00153,SC-00153_Dormitorio_002995.jpeg,JPEG,9.8,2560x1440,6904,El Trompillo,2,Duplex,Dormitorio,Bueno,1,Cámara DSLR,Artificial cálida,Contrapicado,2022-08-22,17:24,79.5,58.7,68.8,0,1,0,0,0,0,,train,0.0006,1
IMG-002996,SC-02590,SC-02590_Sala_002996.webp,WEBP,48.2,3840x2160,862,Hamacas,2,Terreno,Sala,Malo,3,Smartphone gama alta,Natural moderada,Panorámica,2024-05-22,11:38,78.1,90.7,87.9,0,1,0,1,1,0,estilo:Rústico,train,0.0007,1
IMG-002997,SC-02714,SC-02714_Jardín_Patio_002997.jpeg,JPEG,16.2,2560x1440,5694,Sur (Doble Vía La Guardia),4,Oficina,Jardín/Patio,Bueno,1,Smartphone gama media,Natural moderada,Frontal,2023-02-06,10:09,93.8,88.6,81.9,0,0,0,0,0,0,,val,0.0011,1
IMG-002998,SC-02610,SC-02610_Fachada_exterior_002998.heic,HEIC,109.5,4000x3000,1209,Hamacas,2,Casa,Fachada exterior,Excelente,0,Cámara mirrorless,Natural moderada,Picado,2024-03-14,16:45,94.3,51.3,43.8,0,0,0,0,0,0,color:Verde,train,0.0008,1
IMG-002999,SC-02558,SC-02558_Piscina_Área_social_002999.webp,WEBP,9.7,1280x720,8491,Beni (zona norte),3,Oficina,Piscina/Área social,Bueno,1,Smartphone gama media,Natural moderada,Detalle,2023-10-14,11:06,60.5,88.0,58.7,0,0,0,0,1,0,area_social:si,train,0.0033,1
IMG-003000,SC-00819,SC-00819_Baño_003000.jpeg,JPEG,8.4,3840x2160,3381,Barrio Sirari,3,Departamento,Baño,En construcción,4,Smartphone gama media,Artificial cálida,Picado,2022-07-31,19:05,78.8,78.1,71.8,0,1,1,1,0,0,,train,0.001,1
IMG-003001,SC-00031,SC-00031_Fachada_exterior_003001.heic,HEIC,51.7,1920x1080,1025,Casco Viejo,1,Casa,Fachada exterior,En construcción,4,Smartphone gama alta,Natural abundante,Contrapicado,2022-01-23,17:46,81.7,73.6,43.2,0,0,1,1,0,1,color:Ocre,train,0.0008,1
IMG-003002,SC-01049,SC-01049_Cocina_003002.jpeg,JPEG,16.9,3840x2160,4924,Villa 1ro de Mayo,4,Casa,Cocina,Regular,2,Cámara DSLR,Natural moderada,Contrapicado,2023-06-04,14:48,55.6,82.2,57.1,0,0,1,0,1,0,,train,0.0008,1
IMG-003003,SC-01638,SC-01638_Baño_003003.heic,HEIC,51.4,4000x3000,482,Beni (zona norte),3,Departamento,Baño,Regular,2,Smartphone básico,Artificial cálida,Contrapicado,2023-12-01,11:20,82.4,84.1,79.3,1,0,0,0,1,0,,train,0.001,0
IMG-003004,SC-00400,SC-00400_Sala_003004.jpeg,JPEG,109.7,3840x2160,1536,El Trompillo,2,Terreno,Sala,Bueno,1,Smartphone gama media,Natural escasa,Detalle,2022-05-28,13:44,44.1,71.4,31.9,0,0,0,0,0,0,estilo:Moderno,train,0.0007,1
IMG-003005,SC-01137,SC-01137_Jardín_Patio_003005.jpeg,JPEG,50.8,3840x2160,6591,Hamacas,2,Terreno,Jardín/Patio,Malo,3,Smartphone gama media,Natural escasa,Detalle,2023-12-17,12:48,94.9,82.4,68.3,0,1,1,1,1,0,,test,0.0011,1
IMG-003006,SC-02851,SC-02851_Estudio_Oficina_003006.jpeg,JPEG,50.3,1920x1080,3437,Casco Viejo,1,Casa,Estudio/Oficina,Malo,3,Cámara DSLR,Artificial fría,Detalle,2023-01-07,19:02,84.5,62.6,43.8,0,0,0,0,1,1,,train,0.0025,1
IMG-003007,SC-01054,SC-01054_Sala_003007.heic,HEIC,49.0,4000x3000,14717,Equipetrol Sur,3,Terreno,Sala,Regular,2,Smartphone gama alta,Mixta,Angular,2024-01-01,10:11,84.7,53.0,82.6,1,1,0,0,1,0,estilo:Clásico,test,0.0007,0
IMG-003008,SC-00587,SC-00587_Garaje_003008.jpeg,JPEG,12.5,2560x1440,9837,Hamacas,2,Departamento,Garaje,Bueno,1,Cámara DSLR,Natural abundante,Detalle,2023-06-10,13:45,78.6,63.6,42.0,0,0,0,0,1,0,,train,0.0017,1
IMG-003009,SC-01301,SC-01301_Dormitorio_003009.heic,HEIC,108.5,4000x3000,5955,El Trompillo,2,Departamento,Dormitorio,Regular,2,Smartphone gama alta,Artificial cálida,Contrapicado,2022-08-18,07:43,81.7,88.6,50.6,0,1,0,0,1,0,,train,0.0006,1
IMG-003010,SC-00751,SC-00751_Cocina_003010.webp,WEBP,64.8,4000x3000,8649,Barrio Sirari,3,Local Comercial,Cocina,Regular,2,Cámara mirrorless,Natural abundante,Picado,2022-05-06,15:48,81.6,33.4,43.3,0,0,0,0,0,0,,train,0.0008,1
IMG-003011,SC-00013,SC-00013_Estudio_Oficina_003011.jpeg,JPEG,49.0,3840x2160,5023,Palermo,3,Departamento,Estudio/Oficina,Excelente,0,Cámara DSLR,Artificial fría,Frontal,2022-08-13,11:20,92.6,80.0,70.4,0,0,0,0,0,0,,train,0.0025,1
IMG-003012,SC-00612,SC-00612_Fachada_exterior_003012.jpeg,JPEG,50.7,1280x720,4021,Los Pozos,3,Casa,Fachada exterior,Excelente,0,Smartphone gama alta,Artificial cálida,Frontal,2023-05-12,19:27,84.7,71.0,77.2,0,0,0,0,0,0,color:Azul,train,0.0008,1
IMG-003013,SC-00903,SC-00903_Baño_003013.heic,HEIC,12.6,3840x2160,2045,Av. Paurito,5,Departamento,Baño,Regular,2,Cámara DSLR,Artificial fría,Panorámica,2023-06-12,18:03,76.4,83.9,54.8,0,0,0,1,0,0,,train,0.001,1
IMG-003014,SC-01769,SC-01769_Sala_003014.jpeg,JPEG,12.6,3840x2160,6130,Las Palmas,2,Terreno,Sala,Regular,2,Smartphone gama alta,Artificial cálida,Angular,2023-07-28,12:08,81.6,38.7,66.8,0,1,1,1,0,0,estilo:Minimalista,train,0.0007,1
IMG-003015,SC-02008,SC-02008_Baño_003015.png,PNG,108.0,3840x2160,5503,Sur (Doble Vía La Guardia),4,Departamento,Baño,En construcción,4,Smartphone gama alta,Natural abundante,Angular,2023-12-15,07:15,80.8,77.5,52.9,0,0,0,1,0,0,,train,0.001,1
IMG-003016,SC-01301,SC-01301_Jardín_Patio_003016.jpeg,JPEG,48.4,1920x1080,3045,El Trompillo,2,Terreno,Jardín/Patio,Regular,2,Smartphone básico,Artificial cálida,Picado,2023-06-06,15:27,70.0,72.5,45.2,0,0,0,0,0,0,,train,0.0011,1
IMG-003017,SC-00327,SC-00327_Jardín_Patio_003017.png,PNG,49.4,1920x1080,4491,Palermo,3,Casa,Jardín/Patio,Excelente,0,Smartphone gama alta,Artificial cálida,Frontal,2022-02-14,18:39,78.4,65.1,52.2,0,0,0,0,0,0,,val,0.0011,1
IMG-003018,SC-01232,SC-01232_Cocina_003018.jpeg,JPEG,12.8,2560x1440,1868,Las Palmas,2,Casa,Cocina,Bueno,1,Smartphone gama media,Natural escasa,Picado,2024-03-02,14:10,59.1,82.8,56.6,1,0,0,0,1,0,,train,0.0008,0
IMG-003019,SC-01850,SC-01850_Dormitorio_003019.jpeg,JPEG,50.6,4000x3000,9180,Equipetrol Norte,3,Terreno,Dormitorio,Bueno,1,Smartphone gama media,Natural abundante,Picado,2024-04-01,07:37,75.3,78.9,52.0,0,0,0,0,0,0,,train,0.0006,1
IMG-003020,SC-01718,SC-01718_Dormitorio_003020.jpeg,JPEG,49.5,4000x3000,2294,Villa 1ro de Mayo,4,Departamento,Dormitorio,En construcción,4,Smartphone gama alta,Natural moderada,Panorámica,2022-05-03,14:04,64.6,78.1,35.0,1,0,1,0,0,1,,val,0.0006,0
IMG-003021,SC-02807,SC-02807_Fachada_exterior_003021.jpeg,JPEG,51.7,4000x3000,10178,Equipetrol Sur,3,Local Comercial,Fachada exterior,Excelente,0,Smartphone básico,Natural abundante,Frontal,2023-06-15,12:32,70.4,92.1,54.9,0,1,0,0,0,0,color:Ocre,train,0.0008,1
IMG-003022,SC-02637,SC-02637_Terraza_Balcón_003022.heic,HEIC,50.9,1920x1080,4119,El Trompillo,2,Departamento,Terraza/Balcón,Bueno,1,Smartphone básico,Natural abundante,Panorámica,2022-11-09,15:09,73.0,78.5,65.5,0,1,0,0,1,0,,train,0.0025,1
IMG-003023,SC-01759,SC-01759_Fachada_exterior_003023.jpeg,JPEG,48.4,4000x3000,5447,Beni (zona norte),3,Terreno,Fachada exterior,Bueno,1,Smartphone gama alta,Natural escasa,Panorámica,2024-01-13,16:14,68.9,58.6,69.1,0,0,0,0,0,0,color:Beige,train,0.0008,1
IMG-003024,SC-02527,SC-02527_Baño_003024.jpeg,JPEG,108.1,4000x3000,755,Warnes,6,Local Comercial,Baño,Regular,2,Smartphone gama alta,Mixta,Contrapicado,2022-09-20,16:04,82.4,69.9,33.4,0,0,1,1,0,0,,train,0.001,1
IMG-003025,SC-01738,SC-01738_Sala_003025.webp,WEBP,48.9,2560x1440,1943,Hamacas,2,Casa,Sala,Bueno,1,Smartphone gama media,Natural abundante,Frontal,2022-09-13,08:14,84.6,74.7,58.8,0,0,0,0,1,0,estilo:Moderno,train,0.0007,1
IMG-003026,SC-00381,SC-00381_Baño_003026.jpeg,JPEG,48.5,4000x3000,3302,Av. Cristo Redentor,3,Duplex,Baño,Malo,3,Smartphone gama media,Natural escasa,Contrapicado,2024-02-01,19:50,82.9,62.6,28.8,1,0,1,1,0,0,,train,0.001,0
IMG-003027,SC-02645,SC-02645_Fachada_exterior_003027.heic,HEIC,64.1,2560x1440,9671,Norte (Radial 26),4,Penthouse,Fachada exterior,Malo,3,Smartphone gama alta,Mixta,Detalle,2023-08-16,16:16,80.2,69.9,25.1,1,0,1,1,0,0,color:Verde,train,0.0008,0
IMG-003028,SC-00356,SC-00356_Sala_003028.heic,HEIC,49.4,1920x1080,2368,Palermo,3,Casa,Sala,Regular,2,Smartphone gama alta,Natural moderada,Angular,2022-12-22,19:15,77.0,82.9,57.1,0,0,0,0,0,0,estilo:Moderno,train,0.0007,1
IMG-003029,SC-02632,SC-02632_Dormitorio_003029.heic,HEIC,16.2,1920x1080,6340,Av. Cristo Redentor,3,Casa,Dormitorio,Excelente,0,Smartphone básico,Natural abundante,Frontal,2022-07-21,11:31,93.5,81.5,39.0,0,0,0,0,0,0,,train,0.0006,1
IMG-003030,SC-02837,SC-02837_Baño_003030.heic,HEIC,48.0,4000x3000,2318,Palermo,3,Departamento,Baño,Malo,3,Smartphone gama media,Natural moderada,Panorámica,2023-04-17,09:42,87.4,78.9,65.9,0,0,1,1,0,0,,train,0.001,1
IMG-003031,SC-01137,SC-01137_Sala_003031.jpeg,JPEG,49.0,1280x720,15209,Sur (Doble Vía La Guardia),4,Terreno,Sala,Bueno,1,Smartphone gama alta,Natural escasa,Contrapicado,2022-02-22,15:29,90.2,72.1,51.2,0,0,0,0,0,0,estilo:Rústico,train,0.0007,1
IMG-003032,SC-02972,SC-02972_Jardín_Patio_003032.heic,HEIC,65.3,4000x3000,2388,Norte (Radial 26),4,Local Comercial,Jardín/Patio,Bueno,1,Smartphone gama alta,Natural moderada,Detalle,2022-03-23,18:51,97.8,78.0,83.4,0,0,0,0,1,0,,train,0.0011,1
IMG-003033,SC-01964,SC-01964_Comedor_003033.png,PNG,17.0,3840x2160,4361,Hamacas,2,Departamento,Comedor,Regular,2,Cámara DSLR,Natural moderada,Detalle,2022-08-31,15:24,91.2,56.3,46.4,0,1,1,0,1,0,,train,0.0017,1
IMG-003034,SC-02472,SC-02472_Sala_003034.png,PNG,48.5,4000x3000,4789,Plan 3000,4,Casa,Sala,Bueno,1,Smartphone gama media,Mixta,Angular,2022-12-04,18:58,84.9,87.2,39.7,0,0,0,0,0,0,estilo:Clásico,train,0.0007,1
IMG-003035,SC-01308,SC-01308_Comedor_003035.jpeg,JPEG,8.3,1920x1080,1448,Palermo,3,Terreno,Comedor,En construcción,4,Smartphone gama media,Natural abundante,Detalle,2024-02-13,08:20,80.8,82.3,58.9,1,0,1,0,0,1,,train,0.0017,0
IMG-003036,SC-01984,SC-01984_Fachada_exterior_003036.jpeg,JPEG,16.0,1920x1080,2762,Hamacas,2,Casa,Fachada exterior,Bueno,1,Smartphone gama media,Natural abundante,Detalle,2023-08-20,10:03,79.8,69.9,56.2,1,0,0,0,0,0,color:Gris,train,0.0008,0
IMG-003037,SC-01679,SC-01679_Baño_003037.png,PNG,13.9,1920x1080,4498,Hamacas,2,Oficina,Baño,Bueno,1,Cámara DSLR,Natural moderada,Angular,2024-02-17,14:15,78.0,70.0,46.7,0,0,0,0,0,0,,train,0.001,1
IMG-003038,SC-01080,SC-01080_Dormitorio_003038.png,PNG,17.4,3840x2160,7955,Barrio Sirari,3,Casa,Dormitorio,Regular,2,Smartphone básico,Natural abundante,Angular,2023-04-14,08:57,56.9,73.9,80.4,0,0,0,1,0,0,,train,0.0006,1
IMG-003039,SC-00691,SC-00691_Baño_003039.jpeg,JPEG,13.7,1920x1080,1868,Av. Banzer (norte),4,Oficina,Baño,Regular,2,Cámara mirrorless,Artificial cálida,Picado,2023-10-03,15:42,85.2,66.7,35.9,0,0,0,0,0,0,,test,0.001,1
IMG-003040,SC-02331,SC-02331_Fachada_exterior_003040.heic,HEIC,9.9,3840x2160,1975,Urbarí,2,Casa,Fachada exterior,Regular,2,Smartphone básico,Mixta,Panorámica,2023-04-16,09:02,46.7,48.5,67.3,0,0,1,0,0,0,color:Blanco,test,0.0008,1
IMG-003041,SC-02560,SC-02560_Sala_003041.webp,WEBP,51.2,4000x3000,12857,Las Palmas,2,Departamento,Sala,Bueno,1,Cámara mirrorless,Natural moderada,Picado,2023-08-25,16:01,88.8,95.1,48.4,1,0,0,0,0,0,estilo:Moderno,train,0.0007,0
IMG-003042,SC-00691,SC-00691_Fachada_exterior_003042.jpeg,JPEG,51.7,4000x3000,2844,Beni (zona norte),3,Duplex,Fachada exterior,Bueno,1,Smartphone gama alta,Natural abundante,Detalle,2023-12-30,16:45,72.9,95.3,67.8,0,0,0,0,1,0,color:Gris,val,0.0008,1
IMG-003043,SC-00106,SC-00106_Baño_003043.jpeg,JPEG,48.3,3840x2160,3816,Equipetrol Norte,3,Casa,Baño,Regular,2,Smartphone gama media,Artificial cálida,Detalle,2022-09-20,18:58,80.2,81.4,72.5,0,0,1,0,0,0,,train,0.001,1
IMG-003044,SC-01231,SC-01231_Baño_003044.jpeg,JPEG,51.9,4000x3000,5641,Villa 1ro de Mayo,4,Casa,Baño,Bueno,1,Smartphone gama media,Natural moderada,Angular,2022-07-10,11:22,75.3,87.3,81.1,0,0,0,0,0,0,,train,0.001,1
IMG-003045,SC-02381,SC-02381_Baño_003045.jpeg,JPEG,16.2,2560x1440,1613,Norte (Radial 26),4,Departamento,Baño,Regular,2,Smartphone gama media,Natural moderada,Angular,2023-10-11,16:39,65.6,92.3,64.7,0,0,0,0,1,0,,train,0.001,1
IMG-003046,SC-02156,SC-02156_Sala_003046.jpeg,JPEG,48.8,2560x1440,3131,Beni (zona norte),3,Casa,Sala,Regular,2,Smartphone gama media,Natural abundante,Contrapicado,2024-04-01,09:16,90.3,58.4,53.1,0,0,0,1,0,0,estilo:Clásico,train,0.0007,1
IMG-003047,SC-01352,SC-01352_Fachada_exterior_003047.heic,HEIC,51.1,3840x2160,7163,Norte (Radial 26),4,Departamento,Fachada exterior,Bueno,1,Cámara DSLR,Natural abundante,Angular,2023-06-10,15:32,86.5,71.5,93.3,0,0,0,0,0,0,color:Verde,train,0.0008,1
IMG-003048,SC-00578,SC-00578_Estudio_Oficina_003048.png,PNG,65.9,1920x1080,3574,Av. Banzer (norte),4,Terreno,Estudio/Oficina,Bueno,1,Smartphone gama alta,Artificial cálida,Picado,2023-02-23,13:31,93.9,27.1,85.2,0,0,0,0,0,0,,train,0.0025,1
IMG-003049,SC-00034,SC-00034_Sala_003049.jpeg,JPEG,48.3,1920x1080,5101,Hamacas,2,Duplex,Sala,Malo,3,Smartphone gama media,Natural abundante,Angular,2023-04-11,12:56,88.2,80.5,70.7,0,0,1,0,0,0,estilo:Moderno,train,0.0007,1
IMG-003050,SC-02505,SC-02505_Dormitorio_003050.heic,HEIC,64.6,1280x720,1307,Casco Viejo,1,Departamento,Dormitorio,Bueno,1,Smartphone gama media,Natural escasa,Contrapicado,2023-04-07,09:30,94.4,67.3,80.2,0,0,0,0,0,0,,train,0.0006,1
IMG-003051,SC-00013,SC-00013_Baño_003051.jpeg,JPEG,13.0,3840x2160,4983,Plan 3000,4,Departamento,Baño,Bueno,1,Smartphone gama alta,Natural abundante,Contrapicado,2022-03-31,19:31,83.3,61.6,64.9,0,0,0,0,0,0,,train,0.001,1
IMG-003052,SC-01238,SC-01238_Baño_003052.jpeg,JPEG,8.7,4000x3000,2686,Cotoca (periurbano),6,Oficina,Baño,En construcción,4,Smartphone gama alta,Artificial cálida,Contrapicado,2022-11-17,11:07,72.2,79.0,47.8,1,0,1,1,0,1,,train,0.001,0
IMG-003053,SC-01521,SC-01521_Fachada_exterior_003053.heic,HEIC,65.1,1920x1080,2558,Warnes,6,Departamento,Fachada exterior,En construcción,4,Smartphone gama media,Artificial fría,Contrapicado,2023-06-27,17:48,88.1,75.5,54.2,0,0,1,1,1,0,color:Blanco,test,0.0008,1
IMG-003054,SC-01471,SC-01471_Dormitorio_003054.png,PNG,64.9,3840x2160,11766,El Trompillo,2,Casa,Dormitorio,Regular,2,Cámara DSLR,Natural escasa,Picado,2023-09-29,13:56,89.6,90.2,50.9,1,0,1,0,0,0,,val,0.0006,0
